48;"Presidential Policy Toward Latin America. Can you identify the policies?
";Presidential Policy Toward Latin America
49;"Do any of the causes of WWI still pose foreign policy issues or problems for the U.S.today?
";no
50;"What can be learned about the changes in American character from the manner in which the U.S. mobilized, prepared, and participated in a world war both at home and abroad?
";The American character changed from a nation of peace to a nation of war.
51;"How did the geography of Europe impact WWI warfare?
";the Alps
52;"To what extent should the victors of a war be permitted to structure a post-war peace?
";no
53;"Do you ever wonder why Veterans of Foreign Wars (VFW) volunteers give you a paper poppy after you give them a donation?
";<pad>The poppy is a symbol of remembrance for the millions of soldiers who
54;"From a political and economic perspective, were the actions of government and business seen as more conservative or innovative during the 1920s?
";conservative
55;"What part did the League of Nations play in the shift toward isolationism by the U.S. after WWI?
";the United States was not a member of the League of Nations
56;"At what point can fear lead to infringement upon an individual or group’s civil liberties?
";when it becomes a phobia
57;"Did the short-term victories of the labor movement in the 1920s ultimately help or hinder its long-term goals?
";help
58;"To what extent did the contradiction between agriculture and business contribute to economic bust by the end of the decade?
";to a large extent
59;"Why would labor groups pressure the government to pass laws like the Emergency Quota Act of 1921?
";to protect their jobs
60;"In what ways did the emergence of the double standard reﬂect the broader struggle for women between traditional and modern societal and cultural standards?
";<pad>In the early 20th century, the double standard was a way for women to be accepted
61;"To what extent did growing venues of mass media shape a mass culture?
";to a large extent
62;"In what ways did the arts of the Harlem Renaissance break down racial boundaries?
";interracial marriages
63;"What role did geography play in Chicago’s emergence as one of the most corrupt cities in America during the 1920s?
";geography
64;"Did the majority of the social and cultural changes that took place in the 1920s reinforce traditional values or represent a shift more reﬂective of modern thoughts and ideas?
";modern
65;"How did economic, political, social/ cultural choices made a decade earlier contribute to the start of the Great Depression?
";The Great Depression was a result of the Great Depression
66;"How did environmental factors aﬀect the Great Depression?
";drought
67;"How did the government under Hoover react to the Great Depression and what were pros andcons associated with his response?
";<pad>The government under Hoover reacted to the Great Depression by implementing the New Deal.
68;"How did the Great Depression aﬀect American citizens?
";the economy collapsed
69;"How did the government under Hoover react to the Great Depression and whatwere pros and cons associated with hisresponse?
";<pad>Hoover's response to the Great Depression was to create a new government agency, the
70;"What Caused the Great Depression?
";stagflation
71;"How did the government under Hoover react to the Great Depression and what were pros and cons associated with his response?
";<pad>Hoover's response to the Great Depression was to create the New Deal, which was
72;"What were the causes of World War II?
";the rise of nazism
73;"How did the civic values of the Axis powers diﬀer from the core democratic values of the United States?
";the Axis powers had a strong military
74;"Would the alliance of Axis powers have happened if the U.S. had not adopted a policy of Isolationism?
";no
